8706048		48		24576		0		1398404022.873693846		1398404022.876774210		1398404022.877340929		1398404022.877861867
8706096		8		4096		4		1398404024.495660252		1398404024.497040772		1398404024.500352648		1398404024.500751033
8706112		56		28672		0		1398404024.495698637		1398404024.500412961		1398404024.500788950		1398404024.501319940
8706176		88		45056		0		1398404024.495746658		1398404024.500899054		1398404024.501354575		1398404024.501988950
8706272		56		28672		0		1398404024.495781502		1398404024.501463742		1398404024.502024210		1398404024.502633533
8706336		16		8192		0		1398404024.495809262		1398404024.502157700		1398404024.502696033		1398404024.502996867
8706352		40		20480		4		1398404024.504261919		1398404024.505257387		1398404024.505310148		1398404024.505751450
8706400		88		45056		0		1398404024.504313012		1398404024.505357700		1398404024.505787491		1398404024.506401918
8706496		56		28672		0		1398404024.504341658		1398404024.505880773		1398404024.506436866		1398404024.506917231
8706560		48		24576		0		1398404024.504379627		1398404024.506523220		1398404024.506950668		1398404024.507423637
8706608		8		4096		4		1398404025.215563324		1398404025.216524418		1398404025.219519001		1398404025.220012022
8706624		88		45056		0		1398404025.215617595		1398404025.219582178		1398404025.220410928		1398404025.221046397
8706720		56		28672		0		1398404025.215656397		1398404025.220491397		1398404025.221080668		1398404025.221556241
8706784		56		28672		0		1398404025.215688897		1398404025.221165355		1398404025.221591553		1398404025.222139210
8706848		16		8192		0		1398404025.215706657		1398404025.221671293		1398404025.222171553		1398404025.222466814
8706864		72		36864		4		1398404025.635441813		1398404025.637031397		1398404025.640486449		1398404025.641222074
8706944		56		28672		0		1398404025.635490668		1398404025.640546918		1398404025.641259105		1398404025.641761449
8707008		56		28672		0		1398404025.635529938		1398404025.641392647		1398404025.641795199		1398404025.642330824
8707072		48		24576		0		1398404025.635560511		1398404025.641905564		1398404025.642363532		1398404025.642858689
8707120		40		20480		4		1398404026.649465408		1398404026.650218324		1398404026.654181605		1398404026.654787751
8707168		56		28672		0		1398404026.649501501		1398404026.654248532		1398404026.654824834		1398404026.655345251
8707232		56		28672		0		1398404026.649540564		1398404026.655206761		1398404026.655380824		1398404026.655887959
8707296		80		40960		0		1398404026.649583220		1398404026.655490251		1398404026.655919886		1398404026.656592542
8707376		8		4096		4		1398404027.059726918		1398404027.061841605		1398404027.064690303		1398404027.065141032
8707392		88		45056		0		1398404027.059784158		1398404027.064750928		1398404027.065238167		1398404027.065919157
8707488		56		28672		0		1398404027.059823168		1398404027.065325095		1398404027.065953480		1398404027.066464365
8707552		56		28672		0		1398404027.059859835		1398404027.066087438		1398404027.066584834		1398404027.067161136
8707616		16		8192		0		1398404027.060397178		1398404027.066699417		1398404027.067196657		1398404027.067498480
8707632		72		36864		4		1398404027.775569521		1398404027.776936396		1398404027.780430927		1398404027.781163375
8707712		56		28672		0		1398404027.775614990		1398404027.780490511		1398404027.781200875		1398404027.781728063
8707776		56		28672		0		1398404027.775653115		1398404027.781339365		1398404027.781764209		1398404027.782275146
8707840		48		24576		0		1398404027.775683687		1398404027.781874365		1398404027.782310511		1398404027.782809104
8707888		40		20480		4		1398404028.693320823		1398404028.694527542		1398404028.697726501		1398404028.698325928
8707936		56		28672		0		1398404028.693356135		1398404028.697785459		1398404028.698363428		1398404028.698891813
8708000		56		28672		0		1398404028.693394729		1398404028.698474521		1398404028.698925719		1398404028.699439313
8708064		80		40960		0		1398404028.693435979		1398404028.699039886		1398404028.699472594		1398404028.700208636
8708144		8		4096		4		1398404029.707740251		1398404029.709344313		1398404029.712890667		1398404029.713287750
8708160		56		28672		0		1398404029.707776813		1398404029.712949625		1398404029.713421708		1398404029.713951292
8708224		56		28672		0		1398404029.707816188		1398404029.713506135		1398404029.713988792		1398404029.714485250
8708288		88		45056		0		1398404029.707872073		1398404029.714099937		1398404029.714518375		1398404029.715262750
8708384		16		8192		0		1398404029.707894469		1398404029.714628375		1398404029.715297177		1398404029.715600354
8708400		40		20480		4		1398404030.618647593		1398404030.619255562		1398404030.621893895		1398404030.622451916
8708448		56		28672		0		1398404030.618673062		1398404030.621931551		1398404030.622473999		1398404030.622958478
8708512		88		45056		0		1398404030.618703843		1398404030.622537176		1398404030.622979416		1398404030.623570353
8708608		48		24576		0		1398404030.618721656		1398404030.623044989		1398404030.623593114		1398404030.624055405
50599072		16		8192		5		1398404030.739095510		1398404030.739137281		1398404030.739162749		1398404030.740105614
4167544		64		32768		5		1398404030.740310301		1398404030.740345041		1398404030.740365874		1398404030.744735093
4167608		8		4096		5		1398404030.744848634		1398404030.745119884		1398404030.745130926		1398404030.745834103
8708656		8		4096		4		1398404031.325813999		1398404031.326946342		1398404031.329725041		1398404031.330125978
8708672		56		28672		0		1398404031.325875978		1398404031.329783010		1398404031.330200301		1398404031.330704833
8708736		88		45056		0		1398404031.325923270		1398404031.330281656		1398404031.330738010		1398404031.331325874
8708832		56		28672		0		1398404031.325957488		1398404031.330818843		1398404031.331359208		1398404031.331905614
8708896		16		8192		0		1398404031.325975197		1398404031.331444364		1398404031.331940770		1398404031.332235353
8708912		40		20480		4		1398404032.239637124		1398404032.240179208		1398404032.243037384		1398404032.243616447
8708960		88		45056		0		1398404032.239688843		1398404032.243098739		1398404032.243656499		1398404032.244274103
8709056		56		28672		0		1398404032.239717801		1398404032.243744936		1398404032.244309520		1398404032.244787280
8709120		48		24576		0		1398404032.239755301		1398404032.244398843		1398404032.244819676		1398404032.245304103
8709168		8		4096		4		1398404032.951734936		1398404032.952772644		1398404032.955887696		1398404032.956277123
8709184		88		45056		0		1398404032.951792279		1398404032.955948529		1398404032.956312904		1398404032.956947592
8709280		56		28672		0		1398404032.951822279		1398404032.956390925		1398404032.956983633		1398404032.957458894
8709344		32		16384		0		1398404032.951845717		1398404032.957069519		1398404032.957492800		1398404032.957843165
8709888		56		28672		4		1398404035.291757851		1398404035.292766237		1398404035.295692487		1398404035.296354726
8709952		56		28672		0		1398404035.291803424		1398404035.295753841		1398404035.296391705		1398404035.296925611
8710016		88		45056		0		1398404035.291850664		1398404035.296511601		1398404035.296959622		1398404035.297640300
8710112		32		16384		0		1398404035.291876914		1398404035.297071549		1398404035.297682435		1398404035.298054310
50368512		8		4096		5		1398404035.747753477		1398404035.747908268		1398404035.750921029		1398404035.751795612
4167616		72		36864		5		1398404036.317854466		1398404036.317969362		1398404036.321042539		1398404036.323173320
4167688		8		4096		5		1398404036.323468164		1398404036.323684518		1398404036.323705403		1398404036.324435664
8710144		24		12288		4		1398404036.917667487		1398404036.918883424		1398404036.922108841		1398404036.922586028
8710176		56		28672		0		1398404036.917713477		1398404036.922194935		1398404036.922625091		1398404036.923156237
8710240		88		45056		0		1398404036.917760925		1398404036.922733685		1398404036.923189518		1398404036.923842018
8710336		56		28672		0		1398404036.917794987		1398404036.923311653		1398404036.923875299		1398404036.924380247
8710400		56		28672		0		1398404036.921185091		1398404036.924026497		1398404036.925169049		1398404036.925701184
8710464		88		45056		0		1398404036.921238893		1398404036.925286913		1398404036.925794986		1398404036.926474674
8710560		56		28672		0		1398404036.921473737		1398404036.925907070		1398404036.926509830		1398404036.927013059
8710624		32		16384		0		1398404036.921499570		1398404036.926644570		1398404036.927046861		1398404036.927415611
59050704		8		4096		4		1398404037.182428268		1398404037.182499310		1398404037.185577538		1398404037.185988945
37003320		8		4096		4		1398404037.389506185		1398404037.389529258		1398404037.391977018		1398404037.392484466
8710656		24		12288		4		1398404037.832543944		1398404037.833306652		1398404037.836114986		1398404037.836561965
8710688		88		45056		0		1398404037.832579100		1398404037.836156392		1398404037.836587381		1398404037.837211756
8710784		24		12288		0		1398404037.832592642		1398404037.836655715		1398404037.837239465		1398404037.837534985
8710816		24		12288		0		1398404037.832605090		1398404037.837332381		1398404037.837556131		1398404037.837861705
8710848		24		12288		0		1398404037.832627955		1398404037.837682382		1398404037.838215924		1398404037.838524621
8710880		24		12288		0		1398404037.832640975		1398404037.838276601		1398404037.838547278		1398404037.838854413
52081376		8		4096		5		1398404038.091097850		1398404038.091228111		1398404038.095298423		1398404038.096177225
52081408		16		8192		1		1398404038.091124048		1398404038.095359465		1398404038.096263788		1398404038.097470506
4167696		16		8192		5		1398404038.113523944		1398404038.113596132		1398404038.113632173		1398404038.114405298
4167712		8		4096		5		1398404038.114643527		1398404038.115209361		1398404038.115229517		1398404038.115943527
52081376		8		4096		5		1398404038.116277902		1398404038.116337642		1398404038.116369673		1398404038.117107121
52081384		8		4096		5		1398404038.118328163		1398404038.118418528		1398404038.118452330		1398404038.119192330
52081424		8		4096		1		1398404038.118364934		1398404038.118502486		1398404038.119273892		1398404038.119996705
52081376		8		4096		5		1398404038.121256184		1398404038.121271913		1398404038.121281965		1398404038.121962382
8710912		24		12288		4		1398404038.852077434		1398404038.853727121		1398404038.857167225		1398404038.857723319
8710944		24		12288		0		1398404038.852112590		1398404038.857245923		1398404038.857773997		1398404038.858142278
8710976		24		12288		0		1398404038.852153163		1398404038.857914830		1398404038.858188319		1398404038.858553424
8711008		24		12288		0		1398404038.852181496		1398404038.858310819		1398404038.858598111		1398404038.858962955
8711040		56		28672		0		1398404038.852220663		1398404038.858719153		1398404038.859007226		1398404038.859542590
8711104		24		12288		0		1398404038.852261444		1398404038.859127642		1398404038.859587173		1398404038.860035923
8711136		24		12288		0		1398404038.852303423		1398404038.859741288		1398404038.860377121		1398404038.860742173
8711168		24		12288		4		1398404039.563871756		1398404039.565223163		1398404039.568233476		1398404039.568735299
8711200		24		12288		0		1398404039.563899517		1398404039.568294986		1398404039.568769465		1398404039.569105403
8711232		24		12288		0		1398404039.563930402		1398404039.568875298		1398404039.569139048		1398404039.569474205
8711264		24		12288		0		1398404039.563950871		1398404039.569229413		1398404039.569507121		1398404039.569843632
8711296		24		12288		0		1398404039.563969256		1398404039.569597069		1398404039.570150246		1398404039.570473528
8711328		24		12288		0		1398404039.563996288		1398404039.570241288		1398404039.570504673		1398404039.570831913
8711360		24		12288		0		1398404039.564016392		1398404039.570592903		1398404039.570865090		1398404039.571195715
8711392		24		12288		0		1398404039.564046652		1398404039.570952330		1398404039.571228007		1398404039.571563267
8711424		24		12288		4		1398404040.175954985		1398404040.177345558		1398404040.180363736		1398404040.180830194
8711456		24		12288		0		1398404040.175984829		1398404040.180422798		1398404040.180867434		1398404040.181204257
8711488		24		12288		0		1398404040.176018892		1398404040.180970507		1398404040.181237329		1398404040.181576288
8711520		24		12288		0		1398404040.176043214		1398404040.181325246		1398404040.181612329		1398404040.181950194
8711552		24		12288		0		1398404040.176062069		1398404040.181700715		1398404040.181982017		1398404040.182304256
8711584		24		12288		0		1398404040.176085871		1398404040.182070402		1398404040.182336340		1398404040.182663892
8711616		24		12288		0		1398404040.176105037		1398404040.182422954		1398404040.182694777		1398404040.183024256
8711648		24		12288		0		1398404040.176135089		1398404040.182781861		1398404040.183055975		1398404040.183391236
8711680		24		12288		4		1398404040.892796235		1398404040.893217537		1398404040.895708474		1398404040.896125818
8711712		24		12288		0		1398404040.892806026		1398404040.895726912		1398404040.896139412		1398404040.896421859
8711744		24		12288		0		1398404040.892814933		1398404040.896177380		1398404040.896434151		1398404040.896739307
8711776		24		12288		0		1398404040.892820974		1398404040.896464620		1398404040.896762484		1398404040.897041234
8711808		24		12288		0		1398404040.892828110		1398404040.896791234		1398404040.897053422		1398404040.897321703
8711840		24		12288		0		1398404040.892835297		1398404040.897079099		1398404040.897333578		1398404040.897608214
8711872		24		12288		0		1398404040.892840558		1398404040.897358734		1398404040.897619621		1398404040.897894568
8711904		24		12288		0		1398404040.892849047		1398404040.897644464		1398404040.897905766		1398404040.898187068
51941384		8		4096		5		1398404041.327833579		1398404041.328015454		1398404041.330942797		1398404041.331742849
51941720		8		4096		1		1398404041.327850506		1398404041.331006443		1398404041.331825818		1398404041.332558318
51941808		8		4096		1		1398404041.327867589		1398404041.331916808		1398404041.332649828		1398404041.333392485
51941984		8		4096		1		1398404041.327886027		1398404041.332731443		1398404041.333482745		1398404041.334232693
51948712		8		4096		1		1398404041.327719412		1398404041.333566339		1398404041.334315870		1398404041.335061912
52465664		25		12800		1		1398404041.327749412		1398404041.334396547		1398404041.335293214		1398404041.337337484
8711936		24		12288		4		1398404041.598734620		1398404041.600233422		1398404041.603040558		1398404041.603491808
8711968		24		12288		0		1398404041.598758735		1398404041.603100714		1398404041.603528995		1398404041.603852901
8712000		24		12288		0		1398404041.598786964		1398404041.603621130		1398404041.603884933		1398404041.604206391
8712032		24		12288		0		1398404041.598805870		1398404041.603959724		1398404041.604237120		1398404041.604559828
8712064		24		12288		0		1398404041.598823631		1398404041.604311130		1398404041.604590766		1398404041.604967380
8712096		24		12288		0		1398404041.598844048		1398404041.604665089		1398404041.605187693		1398404041.605522016
8712128		56		28672		0		1398404041.598883162		1398404041.605263787		1398404041.605552276		1398404041.606029203
8712192		24		12288		4		1398404042.820642901		1398404042.821017433		1398404042.823524568		1398404042.823948526
8712224		24		12288		0		1398404042.820652745		1398404042.823543526		1398404042.823962380		1398404042.824245401
8712256		24		12288		0		1398404042.820663787		1398404042.824000089		1398404042.824257537		1398404042.824540922
8712288		16		8192		0		1398404042.820669672		1398404042.824288109		1398404042.824552953		1398404042.824807016
4167720		16		8192		5		1398404043.357794515		1398404043.357879724		1398404043.361336234		1398404043.362819932
4167736		8		4096		5		1398404043.363062015		1398404043.363305765		1398404043.363326755		1398404043.364031442
59019456		8		4096		5		1398404048.367626388		1398404048.367664826		1398404048.370163992		1398404048.370994930
8714096		8		4096		4		1398404050.501313003		1398404050.502917690		1398404050.506185450		1398404050.506588575
8714112		56		28672		0		1398404050.501362846		1398404050.506246388		1398404050.506624877		1398404050.507127065
8714176		56		28672		0		1398404050.501393159		1398404050.506726335		1398404050.507160658		1398404050.507705243
8714240		88		45056		0		1398404050.501446336		1398404050.507286648		1398404050.507737274		1398404050.508420347
8714336		56		28672		0		1398404050.501468680		1398404050.507863836		1398404050.508451388		1398404050.508988576
8714400		56		28672		0		1398404050.504388836		1398404050.508606232		1398404050.509019826		1398404050.509523524
8714464		88		45056		0		1398404050.504435763		1398404050.509147586		1398404050.510166180		1398404050.510887326
8714560		48		24576		0		1398404050.504688836		1398404050.510282899		1398404050.510923471		1398404050.511424669
8714608		8		4096		4		1398404051.223352845		1398404051.224697116		1398404051.227844721		1398404051.228243210
8714624		56		28672		0		1398404051.223389668		1398404051.227903367		1398404051.228277689		1398404051.228779773
8714688		88		45056		0		1398404051.223436856		1398404051.228368002		1398404051.228812950		1398404051.229567741
8714784		56		28672		0		1398404051.223471908		1398404051.228926648		1398404051.229601596		1398404051.230200450
8714848		16		8192		0		1398404051.223493627		1398404051.229737116		1398404051.230306179		1398404051.230610762
8714864		40		20480		4		1398404052.441305033		1398404052.442646856		1398404052.445640449		1398404052.446238262
8714912		88		45056		0		1398404052.441364668		1398404052.445705449		1398404052.446276647		1398404052.446918522
8715008		56		28672		0		1398404052.441402950		1398404052.446401803		1398404052.446955397		1398404052.447488730
8715072		56		28672		0		1398404052.441433106		1398404052.447104772		1398404052.447523834		1398404052.448056960
8715136		88		45056		0		1398404052.445380970		1398404052.447711700		1398404052.448088783		1398404052.448725814
8715232		56		28672		0		1398404052.445822741		1398404052.448215606		1398404052.449187481		1398404052.449769043
8715296		56		28672		0		1398404052.445857480		1398404052.449333887		1398404052.449805554		1398404052.450342533
8715360		16		8192		0		1398404052.445876543		1398404052.450202429		1398404052.450376387		1398404052.450677273
8715376		72		36864		4		1398404053.562328834		1398404053.562705657		1398404053.565222219		1398404053.565863625
8715456		56		28672		0		1398404053.562344355		1398404053.565241073		1398404053.565877636		1398404053.566318417
